TEAM,Y!,ESPN,CBS,FIRST_NAME,LAST_NAME,GP,MPG,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,PPG,OREB,DREB,TREB,AST,TO,AST/TO,STL,BLK,PF,DD,TD,TOTMIN,TOTFGM,TOTFGA,FG%,TOT3PM,TOT3PA,3P%,TOTFTM,TOTFTA,FT%,TOTPTS,TOTOR,TOTDR,TOTREB,TOTAST,TOTTO,TOTSTL,TOTBLK,TOTPF,Comments,Name
SAS,SG/SF,SG/SF,SF,Kawhi,Leonard,75,28,3.65,7.6,48.00%,1.14,3,0.38,1.76,2.2,80.00%,10.2,1.8,4,5.8,1.4,1.2,1.17,1.45,0.45,1.5,9,0,2100,273.6,570,48.00%,85.5,225,0.38,132,165,80.00%,764.7,135,300,435,105,90,108.75,33.75,112.5,R-START/ H2H,Kawhi Leonard
CHI,PF,PF,PF,Taj,Gibson,75,28,4.21,8.5,49.50%,0,0,0,1.77,2.7,65.50%,10.2,2.9,4.7,7.6,1,1.4,0.71,0.65,1.75,3,9,0,2100,315.56,637.5,49.50%,0,0,0,132.64,202.5,65.50%,763.76,217.5,352.5,570,75,105,48.75,131.25,225,CYC,Taj Gibson
PHO,SG,SG,SG,Shannon,Brown,75,22,3.9,9.2,42.40%,0.99,2.8,0.355,1.36,1.7,80.00%,10.2,0.6,1.8,2.4,1.6,1.2,1.33,0.65,0.25,1.2,0,0,1650,292.56,690,42.40%,74.55,210,0.355,102,127.5,80.00%,761.67,45,135,180,120,90,48.75,18.75,90,,Shannon Brown
SAC,PF,PF,PF,Thomas,Robinson,76,26,3.825,8.5,45.00%,0.06,0.2,0.28,2.331,3.5,66.60%,10,2.3,6.1,8.4,1.3,2.2,0.590909091,0.85,0.75,3.6,12,0,1976,290.7,646,45.00%,4.256,15.2,0.28,177.16,266,67.00%,762.81,174.8,463.6,638.4,98.8,167.2,64.6,57,273.6,B-CARE,Thomas Robinson
MIN,SF/PF,PF,PF,Derrick,Williams,75,22,3.52,8,44.00%,0.82,2.4,0.34,2.15,2.9,74.00%,10,1.3,3.7,5,0.8,1.3,0.62,0.65,0.5,1.6,4,0,1650,264,600,44.00%,61.2,180,0.34,160.95,217.5,74.00%,750.15,97.5,277.5,375,60,97.5,48.75,37.5,120,AVOID,Derrick Williams
DET,SF/PF,SF,SF,Tayshaun,Prince,76,28,4.2,10,42.00%,0.5,1.4,0.36,1.06,1.4,76.00%,10,0.9,2.7,3.6,2,1,2,0.35,0.45,1,0,0,2128,319.2,760,42.00%,38.304,106.4,0.36,80.864,106.4,76.00%,757.57,68.4,205.2,273.6,152,76,26.6,34.2,76,AVOID,Tayshaun Prince
DAL,SF/PF,SF/PF,SF,Shawn,Marion,74,30,4.23,9.4,45.00%,0.26,1,0.26,1.25,1.6,78.00%,10,2.2,4.6,6.8,1.6,1.3,1.23,1.05,0.55,1.5,12,0,2220,313.02,695.6,45.00%,19.24,74,0.26,92.352,118.4,78.00%,737.63,162.8,340.4,503.2,118.4,96.2,77.7,40.7,111,B-CARE,Shawn Marion
MIN,SF,SF,SF,Chase,Budinger,76,22,3.61,8.2,44.00%,1.68,4.2,0.4,0.94,1.2,78.00%,9.8,0.6,2.6,3.2,0.8,1,0.8,0.3,0.2,1.3,0,0,1672,274.21,623.2,44.00%,127.68,319.2,0.4,71.136,91.2,78.00%,747.23,45.6,197.6,243.2,60.8,76,22.8,15.2,98.8,,Chase Budinger
HOU,PF/C,PF,PF,Patrick,Patterson,74,26,4.41,9,49.00%,0,0,0,1.01,1.4,72.00%,9.8,2,3.6,5.6,1.2,1.4,0.86,0.55,0.85,2.5,6,0,1924,326.34,666,49.00%,0,0,0,74.592,103.6,72.00%,727.27,148,266.4,414.4,88.8,103.6,40.7,62.9,185,,Patrick Patterson
CLE,SG/SF,SG/SF,SF,Alonzo,Gee,74,26,3.44,8.4,41.00%,0.73,2.2,0.33,2.18,2.8,78.00%,9.8,1.4,3.2,4.6,1.6,1.4,1.14,1.15,0.25,2.2,2,0,1924,254.86,621.6,41.00%,53.724,162.8,0.33,161.62,207.2,78.00%,725.05,103.6,236.8,340.4,118.4,103.6,85.1,18.5,162.8,,Alonzo Gee
BRK,SG/SF,SG/SF,SF,Marshon,Brooks,73,22,3.69,8.3,44.50%,0.72,2.1,0.345,1.53,2,76.60%,9.6,0.8,2,2.8,1.8,1.5,1.2,0.75,0.2,1.6,1,0,1606,269.63,605.9,45.00%,52.888,153.3,0.344,111.84,146,76.60%,703.98,58.4,146,204.4,131.4,109.5,54.75,14.6,116.8,,Marshon Brooks
BOS,PF/C,PF/C,PF,Brandon,Bass,74,26,3.94,8.2,48.00%,0,0,0,1.76,2.2,80.00%,9.6,1.3,4.3,5.6,0.8,1,0.8,0.45,0.65,2.3,4,0,1924,291.26,606.8,48.50%,0,0,0,130.24,162.8,80.00%,712.77,96.2,318.2,414.4,59.2,74,33.3,48.1,170.2,ROTO,Brandon Bass
GSW,SG,SG/SF,SF,Brandon,Rush,75,26,3.5,7.5,46.60%,1.53,3.7,0.414,1.09,1.4,78.00%,9.6,0.5,3.1,3.6,1.2,1,1.2,0.55,0.75,1.5,1,0,1950,262.12,562.5,46.00%,114.88,277.5,0.41,81.9,105,78.00%,721.04,37.5,232.5,270,90,75,41.25,56.25,112.5,,Brandon Rush
UTA,SG,SG,SG,Alec,Burks,75,20,3.34,7.6,44.00%,0.27,0.8,0.34,2.57,3.3,78.00%,9.5,0.9,1.8,2.7,1.5,1.1,1.36,0.7,0.1,2,0,0,1500,250.8,570,44.00%,20.4,60,0.34,193.05,247.5,78.00%,715.05,67.5,135,202.5,112.5,82.5,52.5,7.5,150,B-ROLE,Alec Burks
ORL,SF/PF,SF,SF,Hedo,Turkoglu,73,28,3.43,8.8,39.00%,1.5,4.4,0.34,1.15,1.6,72.00%,9.5,0.3,3.3,3.6,3.6,2.3,1.57,0.7,0.25,2.5,1,0,2044,250.54,642.4,39.00%,109.21,321.2,0.34,84.096,116.8,72.00%,694.38,21.9,240.9,262.8,262.8,167.9,51.1,18.25,182.5,B-CARE,Hedo Turkoglu
NYK,SF/PF,SF/PF,SF,Steve,Novak,75,22,3.13,6.8,46.00%,2.67,5.8,0.46,0.59,0.7,84.00%,9.5,0.4,2,2.4,0.5,0.6,0.83,0.35,0.2,1.6,0,0,1650,234.6,510,46.00%,200.1,435,0.45,44.1,52.5,84.00%,713.4,30,150,180,37.5,45,26.25,15,120,D-SLEEP/ H2H,Steve Novak
ORL,SG,SG,SG,JJ,Redick,75,22,3.12,7.6,41.00%,1.33,3.6,0.37,1.94,2.2,88.00%,9.5,0.1,1.7,1.8,2.2,1,2.2,0.4,0,1.4,0,0,1650,233.7,570,41.00%,99.9,270,0.37,145.2,165,88.00%,712.5,7.5,127.5,135,165,75,30,0,105,AVOID,JJ Redick
TOR,SG,SG,SG,Terrence,Ross,74,22,3.36,8.2,41.00%,1.44,4,0.36,1.29,1.7,76.00%,9.5,0.8,2.5,3.3,1.2,1.4,0.86,0.9,0.45,2.5,1,0,1628,248.79,606.8,42.00%,106.56,296,0.36,95.608,125.8,76.00%,699.74,59.2,185,244.2,88.8,103.6,66.6,33.3,185,,Terrence Ross
DET,SF/PF,SF/PF,PF,Jonas,Jerebko,74,26,3.76,8,47.00%,0.53,1.6,0.33,1.4,1.8,78.00%,9.5,1.7,3.5,5.2,0.6,1,0.6,0.65,0.25,2.6,1,0,1924,278.24,592,47.00%,39.072,118.4,0.33,103.9,133.2,78.00%,699.45,125.8,259,384.8,44.4,74,48.1,18.5,192.4,B-CARE,Jonas Jerebko
PHI,SG/SF,SG/SF,SG,Evan,Turner,76,27,4.02,9.8,41.00%,0.23,1,0.23,1.16,1.6,72.50%,9.4,0.5,5.3,5.8,3.6,2.3,1.57,0.85,0.35,2.6,6,0,2052,305.37,744.8,45.00%,17.48,76,0.25,88.16,121.6,72.50%,716.38,38,402.8,440.8,273.6,174.8,64.6,26.6,197.6,R-START,Evan Turner
CLE,PF/C,PF/C,C,Anderson,Varejao,72,31,3.9,7.5,52.00%,0,0,0,1.61,2.4,67.00%,9.4,3,6.4,9.4,1.6,1.6,1,1,0.85,2.8,16,0,2232,280.8,540,52.00%,0,0,0,115.78,172.8,67.00%,677.38,216,460.8,676.8,115.2,115.2,72,61.2,201.6,H2H,Anderson Varejao
MIN,PG,PG/SG,PG,JJ,Barea,75,20,3.23,7.7,42.00%,1.22,3.2,0.38,1.72,2.2,78.00%,9.4,0.4,1.6,2,4,1.8,2.22,0.55,0,1.5,1,0,1500,242.55,577.5,42.00%,91.2,240,0.37,128.7,165,78.00%,705,30,120,150,300,135,41.25,0,112.5,,JJ Barea
BOS,SG/SF,SG,SG,Courtney,Lee,75,27,3.52,8,44.00%,1.2,3,0.4,1.148,1.4,82.00%,9.4,0.4,2.2,2.6,1.3,1,1.3,1.1,0.3,2,0,0,2025,264,600,44.00%,90,225,0.4,86.1,105,82.00%,704.1,30,165,195,97.5,75,82.5,22.5,150,,Courtney Lee
SAC,PF/C,PF,PF,Jason,Thompson,75,28,3.83,7.3,52.50%,0,0,0,1.69,2.6,65.00%,9.4,2.7,4.5,7.2,1.1,1.1,1,0.7,0.7,2.5,12,0,2100,287.44,547.5,52.50%,0,0,0,126.75,195,65.00%,701.62,202.5,337.5,540,82.5,82.5,52.5,52.5,187.5,,Jason Thompson
SAS,SG/SF,SG,SG,Danny,Green,74,24,3.25,7.6,42.80%,1.52,3.8,0.4,1.2,1.5,80.00%,9.2,0.7,2.7,3.4,1.2,1,1.2,0.9,0.6,1.7,0,0,1776,240.71,562.4,42.80%,112.48,281.2,0.4,88.8,111,80.00%,682.69,51.8,199.8,251.6,88.8,74,66.6,44.4,125.8,ROTO,Danny Green
LAL,SF/PF,SF,SF,Metta,World Peace,74,30,3.36,8,42.00%,1.26,3.5,0.36,1.24,2,62.00%,9.2,1.3,2.7,4,1.8,1.3,1.38,1.4,0.4,2.4,1,0,2220,248.64,592,41.00%,93.24,259,0.35,91.76,148,62.00%,682.28,96.2,199.8,296,133.2,96.2,103.6,29.6,177.6,,Metta World Peace
MIL,SF/PF,SF,SF,Tobias,Harris,75,20,3.45,7.5,46.00%,0.39,1.3,0.3,1.92,2.4,80.00%,9.2,1.4,2.8,4.2,1.2,1.8,0.67,0.65,0.35,2.2,1,0,1500,258.75,562.5,48.00%,29.25,97.5,0.3,144,180,80.00%,690.75,105,210,315,90,135,48.75,26.25,165,B-ROLE,Tobias Harris
MIN,PG/SG,PG/SG,PG,Luke,Ridnour,74,25,3.48,8,43.50%,0.83,2.3,0.36,1.41,1.6,88.00%,9.2,0.2,1.6,1.8,3.2,1.4,2.29,0.85,0.15,2,2,0,1850,257.52,592,44.00%,61.272,170.2,0.36,104.19,118.4,88.00%,680.5,14.8,118.4,133.2,236.8,103.6,62.9,11.1,148,,Luke Ridnour
CHI,PG/SG,PG/SG,PG,Nate,Robinson,74,20,3.28,8,41.00%,1.26,3.4,0.37,1.36,1.7,80.00%,9.2,0.4,1.4,1.8,3.8,1.4,2.71,0.75,0.05,2,0,0,1480,242.72,592,41.00%,93.092,251.6,0.37,100.64,125.8,80.00%,679.17,29.6,103.6,133.2,281.2,103.6,55.5,3.7,148,B-CARE,Nate Robinson
BOS,PF,PF,PF,Jared,Sullinger,75,24,3.32,7,47.50%,0.21,0.7,0.295,2.3,2.6,76.50%,9.2,2.4,3.6,6,0.8,1.3,0.62,0.6,0.3,2.2,4,0,1800,249.38,525,47.00%,15.488,52.5,0.27,172.5,195,76.00%,686.74,180,270,450,60,97.5,45,22.5,165,,Jared Sullinger
CHI,SG,SG,SG,Marco,Belinelli,75,22,3.28,8,41.00%,1.37,3.6,0.38,1.11,1.4,79.00%,9,0.2,1.6,1.8,1.4,0.8,1.75,0.6,0.05,1.8,0,0,1650,246,600,41.00%,102.6,270,0.38,82.95,105,79.00%,677.55,15,120,135,105,60,45,3.75,135,,Marco Belinelli
NOR,C,C,C,Robin,Lopez,72,26,3.63,7.4,49.00%,0,0,0,1.78,2.5,71.00%,9,2.5,3.5,6,0.4,1,0.4,0.3,1.3,3,8,0,1872,261.07,532.8,50.00%,0,0,0,127.8,180,72.00%,649.94,180,252,432,28.8,72,21.6,93.6,216,AVOID,Robin Lopez
LAC,SF,SF,SF,Matt,Barnes,72,26,3.22,7,46.00%,0.94,2.6,0.36,1.65,2.2,75.00%,9,1.4,2.8,4.2,1.6,1.4,1.14,0.75,0.55,2,2,0,1872,231.84,504,46.00%,67.392,187.2,0.34,118.8,158.4,76.00%,649.87,100.8,201.6,302.4,115.2,100.8,54,39.6,144,AVOID,Matt Barnes
HOU,SF,PF,PF,Terrence,Jones,74,24,3.39,7.7,44.00%,0.41,1.2,0.34,1.84,2.7,68.00%,9,1.7,3.7,5.4,1.2,1.5,0.8,0.7,1,2.2,2,0,1776,250.71,569.8,44.00%,30.192,88.8,0.34,135.86,199.8,68.00%,667.48,125.8,273.8,399.6,88.8,111,51.8,74,162.8,D-SLEEP,Terrence Jones
CLE,PF/C,C,C,Tyler,Zeller,75,23,3.46,6.6,52.50%,0,0,0,2.03,2.6,78.00%,9,1.7,3.3,5,0.8,1.4,0.57,0.5,0.85,2.5,6,0,1725,259.88,495,52.00%,0,0,0,152.1,195,78.00%,671.85,127.5,247.5,375,60,105,37.5,63.75,187.5,D-SLEEP,Tyler Zeller
SAS,C,PF/C,C,Tiago,Splitter,72,20,3.42,5.9,58.00%,0,0,0,2.11,3.3,64.00%,9,1.7,3.6,5.3,1.1,1.4,0.79,0.45,0.75,2.3,3,0,1440,246.38,424.8,59.00%,0,0,0,152.06,237.6,64.00%,644.83,122.4,259.2,381.6,79.2,100.8,32.4,54,165.6,,Tiago Splitter
PHI,C,C,C,Spencer,Hawes,72,24,3.69,8.2,45.00%,0.63,1.8,0.35,0.94,1.3,72.50%,9,1.8,4.6,6.4,2.6,1.5,1.73,0.35,1.15,2.6,10,0,1728,265.68,590.4,46.00%,45.36,129.6,0.35,67.86,93.6,72.50%,644.58,129.6,331.2,460.8,187.2,108,25.2,82.8,187.2,,Spencer Hawes
PHI,SG/SF,SG/SF,SG,Jason,Richardson,72,20,3.28,8,41.00%,1.71,4.5,0.38,0.68,1,68.00%,9,0.4,2.2,2.6,1.4,1,1.4,0.8,0.2,1.8,0,0,1440,236.16,576,41.00%,123.12,324,0.38,48.96,72,68.00%,644.4,28.8,158.4,187.2,100.8,72,57.6,14.4,129.6,B-CARE,Jason Richardson
DET,SF/PF,SF,SF,Corey,Maggette,58,15,2.77,6.3,44.00%,0.34,1,0.34,2.94,3.5,84.00%,8.8,0.5,1.9,2.4,1,1.1,0.91,0.4,0.05,1.8,0,0,870,160.78,365.4,44.00%,19.72,58,0.34,170.52,203,84.00%,511.79,29,110.2,139.2,58,63.8,23.2,2.9,104.4,AVOID,Corey Maggette
MEM,SG/SF,SG,SG,Tony,Allen,73,27,3.36,7.3,46.00%,0.1,0.4,0.24,2,2.7,74.00%,8.8,1.5,2.3,3.8,1.4,1.5,0.93,1.8,0.5,2.6,1,0,1971,245.13,532.9,46.00%,7.008,29.2,0.24,145.85,197.1,74.00%,643.13,109.5,167.9,277.4,102.2,109.5,131.4,36.5,189.8,H2H,Tony Allen
WAS,C,C,C,Emeka,Okafor,72,26,3.71,7,0.53,0,0,0,1.375,2.5,0.55,8.795,2.2,5,7.2,0.6,1.1,0.545454545,0.45,1.15,2.5,3,0,1872,267.12,504,0.53,0,0,0,99,180,0.55,633.24,158.4,360,518.4,43.2,79.2,32.4,82.8,180,B-CARE,Emeka Okafor
CHI,PG/SG,PG/SG,PG,Kirk,Hinrich,75,28,3.32,7.8,42.50%,1.11,3,0.37,1.04,1.3,80.00%,8.8,0.3,1.9,2.2,4.4,1.8,2.44,1,0.25,2.2,0,0,2100,248.62,585,42.00%,83.25,225,0.37,78,97.5,80.00%,658.5,22.5,142.5,165,330,135,75,18.75,165,B-CARE,Kirk Hinrich
MIA,PG,PG,PG,Mario,Chalmers,70,28,3.06,7.2,42.50%,1.52,4,0.38,1.13,1.4,80.50%,8.8,0.3,2.5,2.8,3.2,2,1.6,1.35,0.15,2.6,0,0,1960,214.2,504,43.50%,106.4,280,0.38,78.89,98,80.50%,613.69,21,175,196,224,140,94.5,10.5,182,H2H,Mario Chalmers
UTA,PG/SG,PG/SG,SG,Randy,Foye,74,20,3.12,8,39.00%,1.41,3.8,0.37,0.95,1.1,86.00%,8.6,0.3,1.5,1.8,2.2,1.2,1.83,0.65,0.15,2,0,0,1480,230.88,592,39.50%,104.04,281.2,0.375,70.004,81.4,86.00%,635.81,22.2,111,133.2,162.8,88.8,48.1,11.1,148,B-CARE,Randy Foye
HOU,C,C,C,Omer,Asik,76,29,3.37,6.3,53.50%,0,0,0,1.77,3.3,53.50%,8.5,3.5,6.5,10,1.5,2.2,0.68,0.65,1.65,3.5,20,0,2204,256.16,478.8,52.50%,0,0,0,134.18,250.8,50.00%,646.49,266,494,760,114,167.2,49.4,125.4,266,CYC/ H2H,Omer Asik
TOR,C,C,C,Jonas,Valanciunas,75,25,3.36,6,56.00%,0,0,0,1.76,2.2,80.00%,8.5,2.5,5,7.5,1,1.8,0.56,0.4,1.1,3.3,18,0,1875,252,450,58.00%,0,0,0,132,165,80.00%,636,187.5,375,562.5,75,135,30,82.5,247.5,,Jonas Valanciunas
SAC,PG,PG,PG,Aaron,Brooks,73,18,2.92,7.3,40.00%,1.15,3.1,0.37,1.46,1.7,86.00%,8.4,0.2,1,1.2,2.6,1.3,2,0.45,0.05,1.5,1,0,1314,213.16,532.9,40.00%,83.731,226.3,0.37,106.73,124.1,86.00%,616.78,14.6,73,87.6,189.8,94.9,32.85,3.65,109.5,B-CARE,Aaron Brooks
DEN,PG/SG,PG,PG,Andre,Miller,80,24,3.18,7.3,43.50%,0.16,0.8,0.2,1.89,2.3,82.00%,8.4,0.7,2.1,2.8,6.2,2.4,2.58,0.85,0.05,1.8,8,0,1920,254.04,584,43.50%,12.8,64,0.2,150.88,184,82.00%,671.76,56,168,224,496,192,68,4,144,B-CARE,Andre Miller
SAS,PF/C,PF/C,PF,DeJuan,Blair,75,18,3.6,6.8,53.00%,0,0,0,1.13,1.8,63.00%,8.3,2.1,3.2,5.3,1,1.3,0.77,0.75,0.25,2.2,8,0,1350,270.3,510,52.00%,0,0,0,85.05,135,62.00%,625.65,157.5,240,397.5,75,97.5,56.25,18.75,165,AVOID,DeJuan Blair
PHO,SG,SG,SG,Leandro,Barbosa,72,18,3.08,7.5,41.00%,0.87,2.3,0.38,1.22,1.5,81.00%,8.2,0.4,1.2,1.6,1.4,1,1.4,0.7,0.05,1.5,0,0,1296,221.4,540,41.00%,62.928,165.6,0.38,87.48,108,81.00%,593.21,28.8,86.4,115.2,100.8,72,50.4,3.6,108,,Leandro Barbosa
BOS,PG/SG,PG/SG,PG,Avery,Bradley,50,22,3.3,6.8,48.50%,0.54,1.4,0.385,1.09,1.4,78.00%,8.2,0.6,1.4,2,1.6,1.2,1.33,0.95,0.25,2.2,0,0,1100,164.9,340,49.00%,26.95,70,0.39,54.6,70,78.00%,411.35,30,70,100,80,60,47.5,12.5,110,AVOID,Avery Bradley
TOR,SG/SF,SG,SF,Landry,Fields,75,28,3.22,7,46.00%,0.66,2,0.33,1.12,1.6,70.00%,8.2,0.8,3.6,4.4,2.2,1.4,1.57,1.05,0.15,1.5,1,0,2100,241.5,525,46.60%,49.5,150,0.33,84,120,70.00%,616.5,60,270,330,165,105,78.75,11.25,112.5,B-CARE,Landry Fields
WAS,SG/SF,SG/SF,SF,Trevor,Ariza,70,24,3,7.7,39.00%,0.8,2.5,0.32,1.4,2,70.00%,8.2,0.6,3.4,4,1.4,1.4,1,1.25,0.25,1.6,0,0,1680,210.21,539,41.00%,56,175,0.33,98,140,71.00%,574.42,42,238,280,98,98,87.5,17.5,112,,Trevor Ariza
