TEAM,Y!,ESPN,CBS,FIRST_NAME,LAST_NAME,GP,MPG,FGM,FGA,FG%  ,3PM,3PA,3P%  ,FTM,FTA,FT%  ,PPG,OREB,DREB,TREB,AST,TO,AST/TO,STL,BLK,PF,DD,TD,TOTMIN,TOTFGM,TOTFGA,FG%  ,TOT3PM,TOT3PA,3P%  ,TOTFTM,TOTFTA,FT%  ,TOTPTS,TOTOR,TOTDR,TOTREB,TOTAST,TOTTO,TOTSTL,TOTBLK,TOTPF,Comments,Name
CHI,"SG,SF","SG,SF",SG,Tony,Snell,72,12.0,1.7,4.0,42.5%,0.7,1.8,36.5%,0.4,0.5,78.5%,4.45,0.2,1.2,1.4,0.8,0.6,1.33,0.40,0.20,1.3,0,0,864,122,288,42.5%,47,130,36.5%,28,36,78.5%,320,14,86,101,58,43,29,14,94,,Tony Snell
DET,PG,PG,PG,Will,Bynum,40,10.0,1.7,4.0,42.0%,0.1,0.4,32.0%,1.0,1.2,80.0%,4.45,0.2,0.6,0.8,2.0,1.0,2.00,0.35,0.05,1.3,0,0,400,67,160,42.0%,5,16,32.0%,38,48,80.0%,178,8,24,32,80,40,14,2,52,,Will Bynum
SAC,PG,PG,PG,Ray,McCallum,50,12.0,1.7,4.0,43.0%,0.4,1.0,37.5%,0.6,0.8,77.5%,4.44,0.2,0.8,1.0,1.6,0.6,2.67,0.35,0.05,1.2,0,0,600,86,200,43.0%,19,50,37.5%,31,40,77.5%,222,10,40,50,80,30,18,3,60,,Ray McCallum
PHO,SG,SG,SG,Zoran,Dragic,40,10.0,1.6,3.6,44.0%,0.5,1.4,36.0%,0.7,1.0,74.0%,4.41,0.2,1.0,1.2,0.6,0.4,1.50,0.45,0.05,1.0,0,0,400,63,144,44.0%,20,56,36.0%,30,40,74.0%,176,8,40,48,24,16,18,2,40,,Zoran Dragic
GSW,"PG,SG",SG,SG,Leandro,Barbosa,70,10.0,1.7,3.8,43.5%,0.3,0.8,34.5%,0.8,1.0,80.0%,4.38,0.1,0.7,0.8,0.7,0.5,1.40,0.30,0.10,0.8,0,0,700,116,266,43.5%,19,56,34.5%,56,70,80.0%,307,7,49,56,49,35,21,7,56,BBB,Leandro Barbosa
OKC,PF,PF,PF,Mitch,McGary,60,14.0,1.8,3.7,48.0%,0.0,0.0,0.0%,0.8,1.2,68.0%,4.37,1.2,2.4,3.6,1.0,1.2,0.83,0.65,0.35,2.4,1,0,840,107,222,48.0%,0,0,#DIV/0!,49,72,68.0%,262,72,144,216,60,72,39,21,144,,Mitch McGary
ORL,SG,SG,SG,Ben,Gordon,60,10.0,1.6,4.0,40.0%,0.6,1.5,38.0%,0.6,0.7,83.0%,4.35,0.1,0.7,0.8,0.8,0.7,1.14,0.25,0.05,0.8,0,0,600,96,240,40.0%,34,90,38.0%,35,42,83.0%,261,6,42,48,48,42,15,3,48,,Ben Gordon
DEN,"PF,C",PF,PF,Darrell,Arthur,70,12.0,1.8,4.2,43.0%,0.3,0.8,33.0%,0.5,0.6,79.0%,4.35,0.7,2.1,2.8,0.4,0.4,1.00,0.40,0.45,2.0,0,0,840,126,294,43.0%,18,56,33.0%,33,42,79.0%,305,49,147,196,28,28,28,32,140,,Darrell Arthur
HOU,PF,PF,PF,Tarik,Black,60,12.0,1.7,2.8,62.0%,0.0,0.0,0.0%,0.8,1.4,60.0%,4.31,1.3,2.0,3.3,0.2,0.7,0.29,0.25,0.45,2.0,0,0,720,104,168,62.0%,0,0,#DIV/0!,50,84,60.0%,259,78,120,198,12,42,15,27,120,,Tarik Black
NYK,SF,SF,SF,Cleanthony,Early,62,10.0,1.5,3.3,44.0%,0.5,1.4,36.0%,0.9,1.1,80.0%,4.29,0.6,1.4,2.0,0.4,0.8,0.50,0.40,0.25,1.4,0,0,620,90,205,44.0%,31,87,36.0%,55,68,80.0%,266,37,87,124,25,50,25,16,87,,Cleanthony Early
CLE,"SG,SF",PG,PG,AJ,Price,30,12.0,1.5,4.0,37.0%,0.7,2.0,33.0%,0.6,0.8,77.0%,4.24,0.2,1.0,1.2,2.0,0.8,2.50,0.50,0.00,1.0,0,0,360,44,120,37.0%,20,60,33.0%,18,24,77.0%,127,6,30,36,60,24,15,0,30,,AJ Price
CLE,PG,SG,PG,Matthew,Dellavedova,75,16.0,1.5,3.6,41.0%,0.9,2.3,38.5%,0.4,0.5,79.0%,4.23,0.3,0.9,1.2,2.4,0.8,3.00,0.45,0.05,1.6,0,0,1200,111,270,41.0%,66,173,38.5%,30,38,79.0%,317,23,68,90,180,60,34,4,120,DS,Matthew Dellavedova
PHO,C,C,C,Alex,Len,70,16.0,1.6,3.5,45.0%,0.1,0.3,20.0%,1.0,1.5,68.0%,4.23,1.7,2.7,4.4,0.3,1.1,0.27,0.15,0.95,2.8,2,0,1120,110,245,45.0%,4,21,20.0%,71,105,68.0%,296,119,189,308,21,77,11,67,196,,Alex Len
LAL,C,C,C,Robert,Sacre,72,12.0,1.7,3.6,48.0%,0.0,0.0,0.0%,0.8,1.1,69.0%,4.22,1.0,2.2,3.2,0.6,0.5,1.20,0.30,0.70,1.8,1,0,864,124,259,48.0%,0,0,#DIV/0!,55,79,69.0%,303,72,158,230,43,36,22,50,130,,Robert Sacre
POR,PF,PF,PF,Thomas,Robinson,74,10.0,1.7,3.6,48.0%,0.0,0.0,0.0%,0.7,1.3,57.0%,4.20,1.5,2.9,4.4,0.5,0.7,0.71,0.20,0.30,1.8,1,0,740,128,266,48.0%,0,0,#DIV/0!,55,96,57.0%,311,111,215,326,37,52,15,22,133,,Thomas Robinson
LAC,"PF,C","PF,C",PF,Glen,Davis,66,13.0,1.7,3.6,46.6%,0.0,0.0,0.0%,0.8,1.2,69.6%,4.19,0.8,2.0,2.8,0.3,0.6,0.50,0.55,0.20,2.2,0,0,858,111,238,46.6%,0,0,#DIV/0!,55,79,69.6%,277,53,132,185,20,40,36,13,145,,Glen Davis
MIN,PG,PG,SG,Zach,LaVine,66,10.0,1.5,3.8,39.0%,0.5,1.5,33.0%,0.7,1.0,73.0%,4.19,0.2,0.8,1.0,1.1,1.3,0.85,0.35,0.05,1.1,0,0,660,98,251,39.0%,33,99,33.0%,48,66,73.0%,276,13,53,66,73,86,23,3,73,,Zach LaVine
ATL,PG,PG,PG,Dennis,Schroeder,60,12.0,1.5,3.8,39.0%,0.3,1.0,25.0%,0.9,1.3,73.0%,4.16,0.2,1.0,1.2,2.0,1.3,1.54,0.35,0.05,1.4,0,0,720,89,228,39.0%,15,60,25.0%,57,78,73.0%,250,12,60,72,120,78,21,3,84,,Dennis Schroeder
BOS,"PF,C",C,C,Vitor,Faverani,10,12.0,1.5,3.6,43.0%,0.3,1.0,32.0%,0.6,0.9,66.0%,4.01,1.0,2.0,3.0,0.4,1.0,0.40,0.30,0.65,1.8,0,0,120,15,36,43.0%,3,10,32.0%,6,9,66.0%,40,10,20,30,4,10,3,7,18,,Vitor Faverani
DAL,"SF,PF","SF,PF",SF,Jae,Crowder,76,14.0,1.5,3.4,44.0%,0.6,1.6,37.0%,0.4,0.6,71.0%,4.01,0.6,1.8,2.4,0.5,0.4,1.25,0.70,0.20,1.2,0,0,1064,114,258,44.0%,45,122,37.0%,32,46,71.0%,305,46,137,182,38,30,53,15,91,,Jae Crowder
IND,"PF,C",PF,C,Lavoy,Allen,70,13.0,1.7,3.7,47.0%,0.0,0.2,20.0%,0.5,0.7,70.0%,4.01,1.3,2.7,4.0,0.6,0.7,0.86,0.30,0.30,1.8,1,0,910,122,259,47.0%,3,14,20.0%,34,49,70.0%,281,91,189,280,42,49,21,21,126,,Lavoy Allen
WAS,"PF,C",PF,C,Drew,Gooden,30,10.0,1.7,3.4,50.0%,0.1,0.4,35.5%,0.5,0.6,75.5%,4.00,0.8,2.0,2.8,0.4,0.4,1.00,0.25,0.20,1.6,0,0,300,51,102,50.0%,4,12,35.5%,14,18,75.5%,120,24,60,84,12,12,8,6,48,,Drew Gooden
MEM,PF,PF,PF,Jarnell,Stokes,60,10.0,1.5,3.0,50.5%,0.0,0.0,0.0%,1.0,1.4,68.5%,3.99,1.5,2.0,3.5,0.5,0.8,0.63,0.35,0.25,1.5,1,0,600,91,180,50.5%,0,0,#DIV/0!,58,84,68.5%,239,90,120,210,30,48,21,15,90,,Jarnell Stokes
LAC,"SG,SF",SG,SF,Reggie,Bullock,50,10.0,1.4,3.6,40.0%,0.8,2.2,36.0%,0.3,0.4,78.0%,3.98,0.3,1.1,1.4,0.2,0.4,0.50,0.30,0.05,1.2,0,0,500,72,180,40.0%,40,110,36.0%,16,20,78.0%,199,15,55,70,10,20,15,3,60,,Reggie Bullock
SAS,"SF,PF",SF,PF,Austin,Daye,20,8.0,1.5,3.8,39.0%,0.8,2.0,38.0%,0.3,0.4,64.0%,3.98,0.2,1.0,1.2,0.3,0.3,1.00,0.25,0.25,1.0,0,0,160,30,76,39.0%,15,40,38.0%,5,8,64.0%,80,4,20,24,6,6,5,5,20,,Austin Daye
POR,"PG,SG","PG,SG",PG,Steve,Blake,70,15.0,1.3,3.3,40.0%,0.9,2.3,39.0%,0.3,0.4,78.0%,3.85,0.1,1.2,1.3,2.8,1.0,2.80,0.45,0.05,1.0,1,0,1050,92,231,40.0%,63,161,39.0%,22,28,78.0%,269,7,84,91,196,70,32,4,70,,Steve Blake
UTA,"SF,PF",PF,SF,Steve,Novak,60,10.0,1.2,3.0,41.0%,1.1,2.7,41.5%,0.3,0.3,89.0%,3.85,0.1,0.9,1.0,0.1,0.2,0.50,0.20,0.05,1.0,0,0,600,74,180,41.0%,67,162,41.5%,16,18,89.0%,231,6,54,60,6,12,12,3,60,,Steve Novak
GSW,C,C,C,Ognjen,Kuzmic,60,10.0,1.6,2.8,56.0%,0.0,0.0,0.0%,0.7,1.1,64.0%,3.84,1.0,2.2,3.2,0.8,1.2,0.67,0.20,0.20,2.0,0,0,600,94,168,56.0%,0,0,#DIV/0!,42,66,64.0%,230,60,132,192,48,72,12,12,120,,Ognjen Kuzmic
IND,SF,SF,SF,Solomon,Hill,76,16.0,1.3,3.2,42.0%,0.6,1.8,32.0%,0.6,0.7,82.0%,3.84,0.6,2.4,3.0,0.8,1.2,0.67,0.45,0.15,1.4,0,0,1216,102,243,42.0%,44,137,32.0%,44,53,82.0%,292,46,182,228,61,91,34,11,106,,Solomon Hill
ATL,PF,PF,PF,Adreian,Payne,62,10.0,1.4,3.1,44.0%,0.4,1.3,33.0%,0.7,0.9,73.0%,3.81,0.5,1.8,2.3,0.5,1.3,0.38,0.45,0.35,1.7,0,0,620,85,192,44.0%,27,81,33.0%,41,56,73.0%,236,31,112,143,31,81,28,22,105,,Adreian Payne
CLE,SG,SG,SG,Joe,Harris,30,10.0,1.3,3.0,42.0%,0.7,1.8,39.0%,0.6,0.8,74.0%,3.81,0.2,0.8,1.0,0.8,0.6,1.33,0.25,0.05,1.0,0,0,300,38,90,42.0%,21,54,39.0%,18,24,74.0%,114,6,24,30,24,18,8,2,30,,Joe Harris
DEN,SF,SF,SF,Quincy,Miller,70,10.0,1.4,3.6,38.0%,0.4,1.3,33.0%,0.6,0.9,72.0%,3.81,0.5,1.5,2.0,0.5,0.7,0.71,0.30,0.40,1.1,0,0,700,96,252,38.0%,30,91,33.0%,45,63,72.0%,267,35,105,140,35,49,21,28,77,,Quincy Miller
MEM,PG,PG,PG,Beno,Udrih,68,12.0,1.5,3.4,43.0%,0.4,1.0,38.0%,0.5,0.6,82.0%,3.80,0.2,0.8,1.0,2.2,0.9,2.44,0.40,0.05,1.0,1,0,816,99,231,43.0%,26,68,38.0%,33,41,82.0%,258,14,54,68,150,61,27,3,68,,Beno Udrih
MIA,SG,SG,SG,Shannon,Brown,60,12.0,1.3,3.2,42.0%,0.3,1.0,32.0%,0.8,1.0,78.0%,3.79,0.3,0.9,1.2,0.7,0.7,1.00,0.50,0.10,1.1,0,0,720,81,192,42.0%,19,60,32.0%,47,60,78.0%,227,18,54,72,42,42,30,6,66,,Shannon Brown
NOR,"PF,C",C,C,Alexis,Ajinca,66,12.0,1.5,2.8,55.0%,0.0,0.0,0.0%,0.7,0.9,77.0%,3.77,1.2,2.2,3.4,0.3,0.8,0.38,0.35,0.55,2.3,1,0,792,102,185,55.0%,0,0,#DIV/0!,46,59,77.0%,249,79,145,224,20,53,23,36,152,,Alexis Ajinca
UTA,"SF,PF",SF,PF,Jeremy,Evans,62,10.0,1.6,3.0,52.5%,0.0,0.0,0.0%,0.5,0.7,66.0%,3.61,1.0,1.8,2.8,0.2,0.4,0.50,0.35,0.45,1.3,0,0,620,98,186,52.5%,0,0,#DIV/0!,29,43,66.0%,224,62,112,174,12,25,22,28,81,,Jeremy Evans
FA,C,C,C,Jeremy,Tyler,50,10.0,1.5,3.0,50.0%,0.0,0.0,0.0%,0.6,1.1,55.0%,3.61,1.0,1.8,2.8,0.2,0.6,0.33,0.15,0.50,1.8,0,0,500,75,150,50.0%,0,0,#DIV/0!,30,55,55.0%,180,50,90,140,10,30,8,25,90,,Jeremy Tyler
IND,C,C,C,Ian,Mahinmi,71,15.0,1.3,2.7,47.0%,0.0,0.0,0.0%,1.1,1.7,62.0%,3.59,1.3,2.7,4.0,0.3,0.8,0.38,0.40,0.80,2.4,0,0,1065,90,192,47.0%,0,0,#DIV/0!,75,121,62.0%,255,92,192,284,21,57,28,57,170,,Ian Mahinmi
TOR,"PF,C",PF,PF,Tyler,Hansbrough,50,12.0,1.0,2.3,45.0%,0.0,0.0,0.0%,1.5,2.1,70.0%,3.54,1.4,2.1,3.5,0.2,0.6,0.60,0.30,0.15,1.6,0,0,600,52,115,45.0%,0,0,#DIV/0!,74,105,70.0%,177,70,105,175,10,30,15,8,80,,Tyler Hansbrough
MEM,"SF,PF",SF,SF,Tayshaun,Prince,70,12.0,1.6,3.8,41.0%,0.2,0.6,31.0%,0.2,0.3,68.0%,3.51,0.3,1.7,2.0,0.7,0.4,1.75,0.25,0.20,0.6,0,0,840,109,266,41.0%,13,42,31.0%,14,21,68.0%,245,21,119,140,49,28,18,14,42,,Tayshaun Prince
ATL,"PF,C","PF,C",PF,Elton,Brand,60,12.0,1.5,2.8,52.0%,0.0,0.0,0.0%,0.5,0.8,66.0%,3.44,0.8,2.2,3.0,0.6,0.5,1.20,0.30,0.70,1.7,0,0,720,87,168,52.0%,0,0,#DIV/0!,32,48,66.0%,206,48,132,180,36,30,18,42,102,,Elton Brand
BKN,PF,PF,PF,Cory,Jefferson,30,10.0,1.3,2.5,51.0%,0.0,0.2,22.0%,0.8,1.2,69.0%,3.42,0.8,1.8,2.6,0.2,0.6,0.33,0.25,0.50,1.6,0,0,300,38,75,51.0%,1,6,22.0%,25,36,69.0%,103,24,54,78,6,18,8,15,48,,Cory Jefferson
WAS,SG,SG,SG,Xavier,Silas,30,10.0,1.1,3.0,35.0%,0.7,2.0,33.0%,0.6,0.8,80.0%,3.40,0.3,0.7,1.0,0.6,0.8,0.75,0.25,0.05,1.0,0,0,300,32,90,35.0%,20,60,33.0%,19,24,80.0%,102,9,21,30,18,24,8,2,30,,Xavier Silas
WAS,"PG,SG",PG,PG,Andre,Miller,76,13.0,1.3,2.8,45.5%,0.0,0.1,30.0%,0.8,1.0,80.0%,3.38,0.2,1.4,1.6,3.2,1.2,2.67,0.55,0.05,1.0,0,0,988,97,213,45.5%,2,8,30.0%,61,76,80.0%,257,15,106,122,243,91,42,4,76,,Andre Miller
BOS,SG,SG,SF,James,Young,20,8.0,1.1,3.0,38.0%,0.5,1.4,34.0%,0.6,0.8,72.0%,3.33,0.2,0.8,1.0,0.5,0.5,1.00,0.20,0.05,0.8,0,0,160,23,60,38.0%,10,28,34.0%,12,16,72.0%,67,4,16,20,10,10,4,1,16,,James Young
OKC,PG,PG,PG,Sebastian,Telfair,30,10.0,1.1,2.8,39.0%,0.6,1.6,36.0%,0.6,0.7,80.0%,3.32,0.1,0.6,0.7,1.8,0.8,2.25,0.40,0.05,1.1,0,0,300,33,84,39.0%,17,48,36.0%,17,21,80.0%,100,3,18,21,54,24,12,2,33,,Sebastian Telfair
ORL,SG,SG,SF,Roy,Marble,60,8.0,1.1,2.8,40.0%,0.4,1.0,35.0%,0.7,1.0,72.0%,3.31,0.2,0.6,0.8,0.6,0.5,1.20,0.30,0.05,0.7,0,0,480,67,168,40.0%,21,60,35.0%,43,60,72.0%,199,12,36,48,36,30,18,3,42,,Roy Marble
DAL,SF,SF,SF,Richard,Jefferson,70,10.0,1.2,2.6,45.0%,0.4,1.0,37.0%,0.6,0.8,72.0%,3.29,0.2,1.3,1.5,0.6,0.4,1.50,0.30,0.05,0.8,0,0,700,82,182,45.0%,26,70,37.0%,40,56,72.0%,230,14,91,105,42,28,21,4,56,,Richard Jefferson
HOU,"SG,SF","SG,SF",SF,Francisco,Garcia,30,10.0,1.2,3.0,40.0%,0.7,2.0,36.0%,0.2,0.2,80.0%,3.28,0.2,0.6,0.8,0.6,0.3,2.00,0.35,0.35,1.1,0,0,300,36,90,40.0%,22,60,36.0%,5,6,80.0%,98,6,18,24,18,9,11,11,33,,Francisco Garcia
LAC,SF,SF,SF,Joe,Ingles,50,12.0,1.1,2.6,44.0%,0.5,1.4,38.0%,0.5,0.6,76.0%,3.28,0.2,1.0,1.2,0.8,0.6,1.33,0.35,0.05,2.0,0,0,600,57,130,44.0%,27,70,38.0%,23,30,76.0%,164,10,50,60,40,30,18,3,100,,Joe Ingles
SAC,C,C,C,Ryan,Hollins,60,12.0,1.2,2.0,58.0%,0.0,0.0,0.0%,0.9,1.4,64.0%,3.22,0.8,1.4,2.2,0.2,0.7,0.29,0.20,0.60,2.0,0,0,720,70,120,58.0%,0,0,#DIV/0!,54,84,64.0%,193,48,84,132,12,42,12,36,120,,Ryan Hollins
SAS,PF,PF,PF,Matt,Bonner,66,12.0,1.1,2.6,44.0%,0.8,1.8,43.0%,0.1,0.2,74.0%,3.21,0.3,1.9,2.2,0.6,0.4,1.50,0.25,0.25,1.0,0,0,792,76,172,44.0%,51,119,43.0%,10,13,74.0%,212,20,125,145,40,26,17,17,66,,Matt Bonner
BKN,PG,PG,PG,Marquis,Teague,66,12.0,1.1,3.1,37.0%,0.2,0.6,28.0%,0.7,1.0,74.0%,3.20,0.1,1.1,1.2,1.7,1.1,1.55,0.30,0.15,1.2,0,0,792,76,205,37.0%,11,40,28.0%,49,66,74.0%,211,7,73,79,112,73,20,10,79,,Marquis Teague
SAS,"PF,C",PF,PF,Jeff,Ayres,70,12.0,1.3,2.4,56.0%,0.0,0.0,0.0%,0.5,0.7,70.0%,3.18,1.2,2.2,3.4,0.7,0.8,0.88,0.15,0.30,2.0,0,0,840,94,168,56.0%,0,0,#DIV/0!,34,49,70.0%,222,84,154,238,49,56,11,21,140,,Jeff Ayres
LAL,SG,SG,SG,Wayne,Ellington,20,8.0,1.2,2.8,42.0%,0.6,1.4,40.0%,0.3,0.3,88.0%,3.18,0.2,0.8,1.0,0.3,0.2,1.50,0.25,0.00,0.6,0,0,160,24,56,42.0%,11,28,40.0%,5,6,88.0%,64,4,16,20,6,4,5,0,12,,Wayne Ellington
SAC,"PF,C",PF,PF,Reggie,Evans,70,15.0,1.1,2.3,47.0%,0.0,0.0,0.0%,1.0,1.9,53.0%,3.17,2.2,3.5,5.7,0.3,0.9,0.33,0.65,0.05,2.5,1,0,1050,76,161,47.0%,0,0,#DIV/0!,70,133,53.0%,222,154,245,399,21,63,46,4,175,,Reggie Evans
MIL,C,C,C,Zaza,Pachulia,60,12.0,1.1,2.5,44.0%,0.0,0.0,0.0%,0.8,1.1,75.0%,3.03,1.2,2.0,3.2,0.8,0.7,1.14,0.40,0.10,1.3,0,0,720,66,150,44.0%,0,0,#DIV/0!,50,66,75.0%,182,72,120,192,48,42,24,6,78,,Zaza Pachulia
BKN,SG,SG,SG,Markel,Brown,30,8.0,1.0,2.4,43.0%,0.3,0.8,34.0%,0.7,0.9,76.0%,3.02,0.2,0.8,1.0,0.6,0.5,1.20,0.25,0.10,0.6,0,0,240,31,72,43.0%,8,24,34.0%,21,27,76.0%,91,6,24,30,18,15,8,3,18,,Markel Brown
GSW,"PG,SG",SG,SG,Nemanja,Nedovic,30,8.0,0.9,2.2,40.0%,0.5,1.6,32.0%,0.7,0.9,82.0%,3.01,0.1,0.5,0.6,0.9,0.6,1.50,0.25,0.00,0.8,0,0,240,26,66,40.0%,15,48,32.0%,22,27,82.0%,90,3,15,18,27,18,8,0,24,,Nemanja Nedovic
UTA,SG,"SG,SF",PG,Toure,Murry,50,8.0,1.1,2.6,43.0%,0.1,0.4,34.0%,0.6,0.9,70.0%,3.00,0.2,0.6,0.8,1.0,0.8,1.25,0.45,0.00,0.9,0,0,400,56,130,43.0%,7,20,34.0%,32,45,70.0%,150,10,30,40,50,40,23,0,45,,Toure Murry
ORL,PF,PF,PF,Andrew,Nicholson,60,8.0,1.2,2.8,43.0%,0.3,0.8,34.0%,0.3,0.4,80.0%,3.00,0.3,1.3,1.6,0.2,0.4,0.50,0.15,0.15,1.0,0,0,480,72,168,43.0%,16,48,34.0%,19,24,80.0%,180,18,78,96,12,24,9,9,60,,Andrew Nicholson
NOR,"SG,SF","SG,SF",SF,John,Salmons,72,12.0,1.1,3.0,38.0%,0.5,1.3,37.0%,0.2,0.3,75.0%,2.99,0.2,1.2,1.4,1.2,0.8,1.50,0.50,0.15,1.3,0,0,864,82,216,38.0%,35,94,37.0%,16,22,75.0%,215,14,86,101,86,58,36,11,94,,John Salmons
ATL,C,C,C,Mike,Muscala,20,8.0,1.3,3.0,43.0%,0.0,0.2,18.0%,0.4,0.5,72.0%,2.98,0.8,1.6,2.4,0.3,0.5,0.60,0.10,0.40,1.3,0,0,160,26,60,43.0%,1,4,18.0%,7,10,72.0%,60,16,32,48,6,10,2,8,26,,Mike Muscala
LAC,SG,SG,SG,CJ,Wilcox,20,8.0,1.0,2.6,39.0%,0.5,1.3,35.0%,0.5,0.6,82.0%,2.98,0.2,0.8,1.0,0.4,0.4,1.00,0.20,0.15,0.7,0,0,160,20,52,39.0%,9,26,35.0%,10,12,82.0%,60,4,16,20,8,8,4,3,14,,CJ Wilcox
NOR,PF,C,PF,Patric,Young,30,8.0,1.1,2.2,50.0%,0.0,0.0,0.0%,0.7,1.1,60.0%,2.86,0.7,1.3,2.0,0.2,0.5,0.40,0.25,0.35,1.3,0,0,240,33,66,50.0%,0,0,#DIV/0!,20,33,60.0%,86,21,39,60,6,15,8,11,39,,Patric Young
BKN,PG,PG,PG,Jorge,Gutierrez,50,10.0,1.1,2.4,44.0%,0.1,0.4,34.0%,0.6,0.8,74.0%,2.84,0.2,0.8,1.0,1.3,0.6,2.17,0.40,0.05,1.3,0,0,500,53,120,44.0%,7,20,34.0%,30,40,74.0%,142,10,40,50,65,30,20,3,65,,Jorge Gutierrez
POR,"SG,SF",SF,SF,Dorell,Wright,50,8.0,0.9,2.4,38.0%,0.6,1.6,35.0%,0.5,0.6,75.0%,2.83,0.2,1.2,1.4,0.4,0.3,1.33,0.20,0.15,0.5,0,0,400,46,120,38.0%,28,80,35.0%,23,30,75.0%,142,10,60,70,20,15,10,8,25,,Dorell Wright
MIN,"PF,C","PF,C",C,Ronny,Turiaf,40,12.0,1.2,2.0,58.0%,0.0,0.0,0.0%,0.5,1.0,50.0%,2.82,1.0,2.0,3.0,0.5,0.5,1.00,0.20,0.60,1.3,0,0,480,46,80,58.0%,0,0,#DIV/0!,20,40,50.0%,113,40,80,120,20,20,8,24,52,,Ronny Turiaf
CHA,C,C,C,Bismack,Biyombo,75,13.0,1.1,1.9,59.0%,0.0,0.0,0.0%,0.6,1.1,52.0%,2.81,1.4,3.0,4.4,0.1,0.4,0.25,0.05,1.20,1.8,0,0,975,84,143,59.0%,0,0,#DIV/0!,43,83,52.0%,211,105,225,330,8,30,4,90,135,,Bismack Biyombo
PHI,PF,SF,SF,JaKarr,Sampson,60,12.0,0.9,2.2,40.0%,0.3,1.0,26.0%,0.8,1.2,66.0%,2.81,0.8,1.6,2.4,1.2,1.2,1.00,0.65,0.35,1.2,0,0,720,53,132,40.0%,16,60,26.0%,48,72,66.0%,169,48,96,144,72,72,39,21,72,,JaKarr Sampson
MIL,"SG,SF","SG,SF",SF,Jared,Dudley,50,10.0,1.1,2.8,38.0%,0.5,1.4,33.0%,0.2,0.3,72.0%,2.81,0.1,0.5,0.6,0.4,0.3,1.33,0.30,0.05,1.0,0,0,500,53,140,38.0%,23,70,33.0%,11,15,72.0%,140,5,25,30,20,15,15,3,50,,Jared Dudley
OKC,C,C,C,Kendrick,Perkins,62,16.0,1.2,2.6,45.0%,0.0,0.0,0.0%,0.5,0.8,58.0%,2.80,1.0,3.2,4.2,0.8,1.2,0.67,0.30,0.50,2.4,0,0,992,73,161,45.0%,0,0,#DIV/0!,29,50,58.0%,174,62,198,260,50,74,19,31,149,,Kendrick Perkins
CLE,"SG,SF",SF,SF,James,Jones,30,8.0,0.9,2.2,40.0%,0.7,1.8,40.0%,0.3,0.4,80.0%,2.80,0.1,0.6,0.7,0.3,0.2,1.50,0.15,0.10,0.7,0,0,240,26,66,40.0%,22,54,40.0%,10,12,80.0%,84,3,18,21,9,6,5,3,21,,James Jones
MEM,"PG,SG","PG,SG",PG,Nick,Calathes,60,10.0,1.1,2.6,44.0%,0.2,0.6,32.0%,0.3,0.5,62.0%,2.79,0.2,0.8,1.0,1.8,0.8,2.25,0.55,0.05,1.1,0,0,600,69,156,44.0%,12,36,32.0%,19,30,62.0%,167,12,48,60,108,48,33,3,66,,Nick Calathes
SAS,C,PF,C,Aron,Baynes,50,8.0,1.2,2.7,46.0%,0.0,0.0,0.0%,0.3,0.4,74.0%,2.78,0.9,1.6,2.5,0.4,0.5,0.80,0.05,0.15,1.4,0,0,400,62,135,46.0%,0,0,#DIV/0!,15,20,74.0%,139,45,80,125,20,25,3,8,70,,Aron Baynes
CLE,C,C,C,Brendan,Haywood,50,12.0,1.1,2.2,52.0%,0.0,0.0,0.0%,0.5,1.0,46.0%,2.75,1.2,2.0,3.2,0.2,0.4,0.50,0.10,0.55,1.3,0,0,600,57,110,52.0%,0,0,#DIV/0!,23,50,46.0%,137,60,100,160,10,20,5,28,65,,Brendan Haywood
WAS,,,SG,Garrett,Temple,60,10.0,0.8,2.2,38.0%,0.4,1.2,32.0%,0.6,0.8,72.0%,2.63,0.2,0.8,1.0,1.2,0.7,1.71,0.55,0.05,1.0,0,0,600,50,132,38.0%,23,72,32.0%,35,48,72.0%,158,12,48,60,72,42,33,3,60,,Garrett Temple
OKC,"PF,C","PF,C",PF,Nick,Collison,70,12.0,1.1,2.0,53.0%,0.0,0.2,20.0%,0.4,0.6,72.0%,2.59,1.0,1.6,2.6,0.6,0.5,1.20,0.25,0.15,2.0,0,0,840,74,140,53.0%,3,14,20.0%,30,42,72.0%,181,70,112,182,42,35,18,11,140,,Nick Collison
NYK,"PG,SG","PG,SG",PG,Pablo,Prigioni,70,12.0,0.9,2.0,44.0%,0.5,1.3,42.0%,0.3,0.3,88.0%,2.57,0.3,0.9,1.2,2.2,0.7,3.14,0.70,0.00,1.3,0,0,840,62,140,44.0%,38,91,42.0%,18,21,88.0%,180,21,63,84,154,49,49,0,91,,Pablo Prigioni
CHI,"PG,SG","PG,SG",SG,E'Twaun,Moore,30,8.0,1.0,2.4,42.0%,0.3,0.9,35.0%,0.2,0.3,77.0%,2.56,0.1,0.5,0.6,0.8,0.4,2.00,0.25,0.05,0.6,0,0,240,30,72,42.0%,9,27,35.0%,7,9,77.0%,77,3,15,18,24,12,8,2,18,,E'Twaun Moore
